Advertiser,Brand Root,Brand (Major),Brand (Minor),Brand (Leaf),Category Level 1,Category Level 2,Category Level 3,Category Level 4,Category Level 5,Category Level 6,Category Level 7,Category Level 8,Channel,Creative Id,Width,Height,Creative Type_x,First Seen,Last Seen,Duration,Text_x,Landing Page,Link To Creative,Link to Post,Format,Placement,Ad Buy Type,Publisher,Spend (USD),Impressions,Type,URL_to_use,Creative Type_y,Text_y,Download Status,Audio Status,File Path,Audio Path,Text File,transcription,objects_detected,people_detected,text_detected,overall_description,processing_status,ad_category,primary_cta,value_proposition,target_audience,focus_vs_other,SUPPORT FOR WORKING MOMS,EMOTIONAL SUPPORT & WELLNESS,AUTHENTIC COMMUNITY & PEER VALIDATION,MEDICAL ENDORSEMENT & CLINICAL TRUST,EVERYDAY PRACTICALITY,PORTABILITY & DISCREET DESIGN,PRICE VS VALUE,TOTAL_CATEGORIES,HAS_MARKETING_THEME,MARKETING_THEMES
"Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.",All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Facebook,802202098,375,586,Other,16/02/2025,10/06/2025,0,"One less thing to worry about, mama. Your insurance covers a free breast pump, and we make the process easier than picking a baby name.",,,,Other,Stories,Direct,Facebook,249.11,34473,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,focus,False,True,False,False,False,False,True,2,True,EMOTIONAL SUPPORT & WELLNESS; PRICE VS VALUE
"Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.",All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Facebook,906371373,430,952,Video,18/05/2025,20/05/2025,10,Congrats mama! Get your FREE breast pump covered through your insurance.,https://aeroflowbreastpumps.com/qualify-through-insurance?utm_source=facebook&utm_medium=cpc&utm_campaign=8049_Facebook_Ads&UTM_campaign=%7B%7Bcampaign.name%7D%7D&UTM_adset_name=%7B%7Badset.name%7D%7D&UTM_ad_name=%7B%7Bad.name%7D%7D&UTM_ad_id=%7B%7Bad.id%7D%7D&UTM_adset_id=%7B%7Badset.id%7D%7D&UTM_campaign_id=%7B%7Bcampaign.id%7D%7D&UTM_placement=%7B%7Bplacement%7D%7D&UTM_site_source_name=%7B%7Bsite_source_name%7D%7D,https://s3.amazonaws.com/YM_Ads/7603835663282372335.png,https://www.facebook.com/24409328215333922,Other,Reels,Direct,Facebook,1105.1,165854,Video,https://www.facebook.com/24409328215333922,Video,Congrats mama! Get your FREE breast pump covered through your insurance.,success,success,media_DME_Provider/videos/creative_49.mp4,media_DME_Provider/audio/creative_49.mp3,creative_49_text.txt,Did you know you can qualify for a free best punk through arrow flow? It is so simple to qualify. It is three simple steps online. You pick the one that best fits your needs and you are done.,"- Objects:
- Mirror: There is a mirror visible in the background.
- Clothing worn by the person in the image.
- None detected
- Clothing: The person is wearing a blue top and appears to be adjusting or showing an inner garment.
- A mirror on the wall.
- Towel: A white towel is hanging on a rack in the background.
- A towel hanging on a rack.",yes,"- None detected.
- Text:
- None detected","Video duration: 9.63 seconds, 289 frames at 30.00 FPS.

Visual Content:
[At 0.00s]: Overall scene:
- The setting appears to be indoors, possibly a bathroom or dressing room, given the presence of a towel and mirror in the background.
[At 5.00s]: Overall scene:
- The setting appears to be a bathroom, indicated by the presence of a mirror and towel rack. The purpose seems to be related to personal care or clothing adjustment.
[At 9.30s]: Overall scene:
The setting appears to be a bathroom, indicated by the presence of a towel rack and mirror. The purpose of the scene is unclear but may involve personal care or clothing demonstration.",Success,"Ad Category/Product Type:
- None detected.","Primary Call-to-Action:
- None detected.","Value Proposition:
- None detected.","Target Audience:
- None detected.",focus,False,True,False,False,False,False,True,2,True,EMOTIONAL SUPPORT & WELLNESS; PRICE VS VALUE
"Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.",All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Facebook,662487240,360,566,Image,18/07/2024,12/02/2025,0,"Did you know you may qualify for a breast pump, milk storage bags & more through your insurance? We offer a full line of Breast Pumps including; Medela, Lansinoh, Spectra, Ameda, Willow, Elive and Motif!",https://aeroflowbreastpumps.com/qualify-through-insurance,https://s3.amazonaws.com/YM_Ads/6576496679785934163.png,,Other,Feed,Direct,Facebook,19186.18,2594073,Image,https://s3.amazonaws.com/YM_Ads/6576496679785934163.png,Image,"Did you know you may qualify for a breast pump, milk storage bags & more through your insurance? We offer a full line of Breast Pumps including; Medela, Lansinoh, Spectra, Ameda, Willow, Elive and Motif!",success,skipped,media_DME_Provider/images/creative_138.jpg,,creative_50_text.txt,,"Objects:
- Breast pump
- Milk storage bags
- Crib
- Blanket on a ladder","People:
- A pregnant woman wearing a pink top","Text:
- ""Aeroflow Breastpumps""
- ""Did you know you may qualify for a breast pump, milk storage bags & more through your insurance? We offer a full line of Breast Pumps including; Medela, Lansinoh, Spectra, Ameda, Willow, Elive and Motif!""
- ""Congratulations, Mama! Just a friendly reminder that you might qualify for a free breast pump covered by your insurance through aeroflowbreastpumps.com.""
- ""FREE Breast Pump Through Insurance!""
- ""Order now""","Overall scene:
The overall scene appears to be an advertisement targeting expectant mothers. The setting is likely in a nursery or home environment with baby-related items such as a crib and blanket visible.",Success,"Ad Category/Product Type:
Breast pumps and related accessories (milk storage bags)","Primary Call-to-Action:
Order now","Value Proposition:
Free breast pump through insurance","Target Audience:
Expectant mothers and new parents",focus,False,True,False,False,False,False,True,2,True,EMOTIONAL SUPPORT & WELLNESS; PRICE VS VALUE
"Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.",All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Facebook,800227361,375,586,Other,15/02/2025,27/05/2025,0,Every mom deserves the best start.… See more,,,,Other,Feed,Direct,Facebook,16638.98,2312261,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,focus,False,True,False,False,False,False,False,1,True,EMOTIONAL SUPPORT & WELLNESS
"Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.",All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Facebook,601340036,360,642,Text,07/05/2024,29/01/2025,0,"Did you know you get a FREE breast pump covered through your insurance? We offer a full line of Breast Pumps including; Medela, Lansinoh, Spectra, Ameda, and Motif!",https://aeroflowbreastpumps.com/qualify-through-insurance-b?utm_source=facebook&utm_medium=cpc&utm_campaign=8049_Facebook_Ads&h=AT0xSSfW34XIztNOhKoyAYc9mSHE5ZnsMoEzjzYLMZYMlzel_-A24U-cOHHqe7np2dcV0az_bpejrL5_Fr7vNJNiXJykFhjAsEnggjJoFKom242mAqcEA6grBD_WWKkJo-RufqjqIKXanhRC&s=1,https://s3.amazonaws.com/YM_Ads/-4964636141768623555.png,https://www.facebook.com/970577694426365,Other,Feed,Direct,Facebook,100336.24,13140822,Image,https://s3.amazonaws.com/YM_Ads/-4964636141768623555.png,Text,"Did you know you get a FREE breast pump covered through your insurance? We offer a full line of Breast Pumps including; Medela, Lansinoh, Spectra, Ameda, and Motif!",success,skipped,media_DME_Provider/images/creative_140.jpg,,creative_51_text.txt,,"Objects:
- Breast pump
- Paper or document being held","People:
None detected",,,Success,,,,,focus,False,False,False,False,False,False,True,1,True,PRICE VS VALUE
"Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.",All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Facebook,906371373,430,952,Video,18/05/2025,20/05/2025,10,Congrats mama! Get your FREE breast pump covered through your insurance.,https://aeroflowbreastpumps.com/qualify-through-insurance?utm_source=facebook&utm_medium=cpc&utm_campaign=8049_Facebook_Ads&UTM_campaign=%7B%7Bcampaign.name%7D%7D&UTM_adset_name=%7B%7Badset.name%7D%7D&UTM_ad_name=%7B%7Bad.name%7D%7D&UTM_ad_id=%7B%7Bad.id%7D%7D&UTM_adset_id=%7B%7Badset.id%7D%7D&UTM_campaign_id=%7B%7Bcampaign.id%7D%7D&UTM_placement=%7B%7Bplacement%7D%7D&UTM_site_source_name=%7B%7Bsite_source_name%7D%7D,https://s3.amazonaws.com/YM_Ads/7603835663282372335.png,https://www.facebook.com/24409328215333922,Other,Feed,Direct,Facebook,8008.45,1201912,Video,https://www.facebook.com/24409328215333922,Video,Congrats mama! Get your FREE breast pump covered through your insurance.,success,success,media_DME_Provider/videos/creative_49.mp4,media_DME_Provider/audio/creative_49.mp3,creative_49_text.txt,Did you know you can qualify for a free best punk through arrow flow? It is so simple to qualify. It is three simple steps online. You pick the one that best fits your needs and you are done.,"- Objects:
- Mirror: There is a mirror visible in the background.
- Clothing worn by the person in the image.
- None detected
- Clothing: The person is wearing a blue top and appears to be adjusting or showing an inner garment.
- A mirror on the wall.
- Towel: A white towel is hanging on a rack in the background.
- A towel hanging on a rack.",yes,"- None detected.
- Text:
- None detected","Video duration: 9.63 seconds, 289 frames at 30.00 FPS.

Visual Content:
[At 0.00s]: Overall scene:
- The setting appears to be indoors, possibly a bathroom or dressing room, given the presence of a towel and mirror in the background.
[At 5.00s]: Overall scene:
- The setting appears to be a bathroom, indicated by the presence of a mirror and towel rack. The purpose seems to be related to personal care or clothing adjustment.
[At 9.30s]: Overall scene:
The setting appears to be a bathroom, indicated by the presence of a towel rack and mirror. The purpose of the scene is unclear but may involve personal care or clothing demonstration.",Success,"Ad Category/Product Type:
- None detected.","Primary Call-to-Action:
- None detected.","Value Proposition:
- None detected.","Target Audience:
- None detected.",focus,False,False,False,False,False,False,True,1,True,PRICE VS VALUE
"Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.",All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Facebook,662487240,360,566,Image,18/07/2024,12/02/2025,0,"Did you know you may qualify for a breast pump, milk storage bags & more through your insurance? We offer a full line of Breast Pumps including; Medela, Lansinoh, Spectra, Ameda, Willow, Elive and Motif!",https://aeroflowbreastpumps.com/qualify-through-insurance,https://s3.amazonaws.com/YM_Ads/6576496679785934163.png,,Other,Reels,Direct,Facebook,5049.76,656994,Image,https://s3.amazonaws.com/YM_Ads/6576496679785934163.png,Image,"Did you know you may qualify for a breast pump, milk storage bags & more through your insurance? We offer a full line of Breast Pumps including; Medela, Lansinoh, Spectra, Ameda, Willow, Elive and Motif!",success,skipped,media_DME_Provider/images/creative_142.jpg,,creative_50_text.txt,,"Objects:
- Breast pump
- Milk storage bags
- Crib
- Blanket ladder with blankets","People:
- A person is visible wearing a pink top and holding their belly.","Text:
- ""Aeroflow Breastpumps""
- ""Did you know you may qualify for a breast pump, milk storage bags & more through your insurance? We offer a full line of Breast Pumps including; Medela, Lansinoh, Spectra, Ameda, Willow, Elive and Motif!""
- ""Congratulations, Mama! Just a friendly reminder that you might qualify for a free breast pump covered by your insurance through aeroflowbreastpumps.com.""
- ""FREE Breast Pump Through Insurance!""
- ""Order now""","Overall scene:
The overall scene appears to be an advertisement targeting expectant or new mothers in need of breast pumps and related products. The setting seems to be a nursery room with baby-related items like a crib and blankets.",Success,"Ad Category/Product Type:
Breast pumps and related accessories (Healthcare products).","Primary Call-to-Action:
Order now","Value Proposition:
Free breast pump through insurance","Target Audience:
Expectant or new mothers",focus,False,True,False,False,False,False,True,2,True,EMOTIONAL SUPPORT & WELLNESS; PRICE VS VALUE
"Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.",All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Facebook,800227361,375,586,Other,15/02/2025,27/05/2025,0,Every mom deserves the best start.… See more,,,,Other,Reels,Direct,Facebook,564.9,81519,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,focus,False,True,False,False,False,False,False,1,True,EMOTIONAL SUPPORT & WELLNESS
"Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.",All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Facebook,906371373,430,952,Video,18/05/2025,20/05/2025,10,Congrats mama! Get your FREE breast pump covered through your insurance.,https://aeroflowbreastpumps.com/qualify-through-insurance?utm_source=facebook&utm_medium=cpc&utm_campaign=8049_Facebook_Ads&UTM_campaign=%7B%7Bcampaign.name%7D%7D&UTM_adset_name=%7B%7Badset.name%7D%7D&UTM_ad_name=%7B%7Bad.name%7D%7D&UTM_ad_id=%7B%7Bad.id%7D%7D&UTM_adset_id=%7B%7Badset.id%7D%7D&UTM_campaign_id=%7B%7Bcampaign.id%7D%7D&UTM_placement=%7B%7Bplacement%7D%7D&UTM_site_source_name=%7B%7Bsite_source_name%7D%7D,https://s3.amazonaws.com/YM_Ads/7603835663282372335.png,https://www.facebook.com/24409328215333922,Other,Stories,Direct,Facebook,1098.48,164860,Video,https://www.facebook.com/24409328215333922,Video,Congrats mama! Get your FREE breast pump covered through your insurance.,success,success,media_DME_Provider/videos/creative_49.mp4,media_DME_Provider/audio/creative_49.mp3,creative_49_text.txt,Did you know you can qualify for a free best punk through arrow flow? It is so simple to qualify. It is three simple steps online. You pick the one that best fits your needs and you are done.,"- Objects:
- Mirror: There is a mirror visible in the background.
- Clothing worn by the person in the image.
- None detected
- Clothing: The person is wearing a blue top and appears to be adjusting or showing an inner garment.
- A mirror on the wall.
- Towel: A white towel is hanging on a rack in the background.
- A towel hanging on a rack.",yes,"- None detected.
- Text:
- None detected","Video duration: 9.63 seconds, 289 frames at 30.00 FPS.

Visual Content:
[At 0.00s]: Overall scene:
- The setting appears to be indoors, possibly a bathroom or dressing room, given the presence of a towel and mirror in the background.
[At 5.00s]: Overall scene:
- The setting appears to be a bathroom, indicated by the presence of a mirror and towel rack. The purpose seems to be related to personal care or clothing adjustment.
[At 9.30s]: Overall scene:
The setting appears to be a bathroom, indicated by the presence of a towel rack and mirror. The purpose of the scene is unclear but may involve personal care or clothing demonstration.",Success,"Ad Category/Product Type:
- None detected.","Primary Call-to-Action:
- None detected.","Value Proposition:
- None detected.","Target Audience:
- None detected.",focus,False,False,False,False,False,False,True,1,True,PRICE VS VALUE
"Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.",All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Facebook,662487240,360,566,Image,18/07/2024,12/02/2025,0,"Did you know you may qualify for a breast pump, milk storage bags & more through your insurance? We offer a full line of Breast Pumps including; Medela, Lansinoh, Spectra, Ameda, Willow, Elive and Motif!",https://aeroflowbreastpumps.com/qualify-through-insurance,https://s3.amazonaws.com/YM_Ads/6576496679785934163.png,,Other,Stories,Direct,Facebook,599.91,83017,Image,https://s3.amazonaws.com/YM_Ads/6576496679785934163.png,Image,"Did you know you may qualify for a breast pump, milk storage bags & more through your insurance? We offer a full line of Breast Pumps including; Medela, Lansinoh, Spectra, Ameda, Willow, Elive and Motif!",success,skipped,media_DME_Provider/images/creative_145.jpg,,creative_50_text.txt,,"Objects:
- Breast pump
- Milk storage bags
- Crib
- Blanket ladder with blankets","People:
- A person is visible wearing a pink top and holding their belly.","Text:
- ""Aeroflow Breastpumps""
- ""Did you know you may qualify for a breast pump, milk storage bags & more through your insurance? We offer a full line of Breast Pumps including; Medela, Lansinoh, Spectra, Ameda, Willow, Elive and Motif!""
- ""Congratulations, Mama! Just a friendly reminder that you might qualify for a free breast pump covered by your insurance through aeroflowbreastpumps.com.""
- ""FREE Breast Pump Through Insurance!""
- ""Order now""","Overall scene:
The overall scene appears to be an advertisement targeting expectant or new mothers in need of breast pumps and related products. The setting seems to be a nursery room with baby-related items like a crib and blankets.",Success,"Ad Category/Product Type:
Breast pumps and related accessories (Healthcare products).","Primary Call-to-Action:
Order now","Value Proposition:
Free breast pump through insurance","Target Audience:
Expectant or new mothers",focus,False,True,False,False,False,False,True,2,True,EMOTIONAL SUPPORT & WELLNESS; PRICE VS VALUE
"Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.",All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Facebook,906371373,430,952,Video,18/05/2025,20/05/2025,10,Congrats mama! Get your FREE breast pump covered through your insurance.,https://aeroflowbreastpumps.com/qualify-through-insurance?utm_source=facebook&utm_medium=cpc&utm_campaign=8049_Facebook_Ads&UTM_campaign=%7B%7Bcampaign.name%7D%7D&UTM_adset_name=%7B%7Badset.name%7D%7D&UTM_ad_name=%7B%7Bad.name%7D%7D&UTM_ad_id=%7B%7Bad.id%7D%7D&UTM_adset_id=%7B%7Badset.id%7D%7D&UTM_campaign_id=%7B%7Bcampaign.id%7D%7D&UTM_placement=%7B%7Bplacement%7D%7D&UTM_site_source_name=%7B%7Bsite_source_name%7D%7D,https://s3.amazonaws.com/YM_Ads/7603835663282372335.png,https://www.facebook.com/24409328215333922,Other,Other,Direct,Facebook,274.41,41184,Video,https://www.facebook.com/24409328215333922,Video,Congrats mama! Get your FREE breast pump covered through your insurance.,success,success,media_DME_Provider/videos/creative_49.mp4,media_DME_Provider/audio/creative_49.mp3,creative_49_text.txt,Did you know you can qualify for a free best punk through arrow flow? It is so simple to qualify. It is three simple steps online. You pick the one that best fits your needs and you are done.,"- Objects:
- Mirror: There is a mirror visible in the background.
- Clothing worn by the person in the image.
- None detected
- Clothing: The person is wearing a blue top and appears to be adjusting or showing an inner garment.
- A mirror on the wall.
- Towel: A white towel is hanging on a rack in the background.
- A towel hanging on a rack.",yes,"- None detected.
- Text:
- None detected","Video duration: 9.63 seconds, 289 frames at 30.00 FPS.

Visual Content:
[At 0.00s]: Overall scene:
- The setting appears to be indoors, possibly a bathroom or dressing room, given the presence of a towel and mirror in the background.
[At 5.00s]: Overall scene:
- The setting appears to be a bathroom, indicated by the presence of a mirror and towel rack. The purpose seems to be related to personal care or clothing adjustment.
[At 9.30s]: Overall scene:
The setting appears to be a bathroom, indicated by the presence of a towel rack and mirror. The purpose of the scene is unclear but may involve personal care or clothing demonstration.",Success,"Ad Category/Product Type:
- None detected.","Primary Call-to-Action:
- None detected.","Value Proposition:
- None detected.","Target Audience:
- None detected.",focus,False,False,False,False,False,False,True,1,True,PRICE VS VALUE
"Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.",All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Facebook,529638107,586,375,Other,14/04/2023,26/02/2024,0,Breast Pumps Through Insurance!,,,,Other,Other,Direct,Facebook,1264.79,181462,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,focus,False,False,False,False,False,False,True,1,True,PRICE VS VALUE
"Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.",All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Facebook,902246064,430,618,Image,13/05/2025,14/05/2025,0,Congrats mama! Get your FREE breast pump covered through your insurance.,https://aeroflowbreastpumps.com/qualify-through-insurance?utm_source=facebook&utm_medium=cpc&utm_campaign=8049_Facebook_Ads&UTM_campaign=%7B%7Bcampaign.name%7D%7D&UTM_adset_name=%7B%7Badset.name%7D%7D&UTM_ad_name=%7B%7Bad.name%7D%7D&UTM_ad_id=%7B%7Bad.id%7D%7D&UTM_adset_id=%7B%7Badset.id%7D%7D&UTM_campaign_id=%7B%7Bcampaign.id%7D%7D&UTM_placement=%7B%7Bplacement%7D%7D&UTM_site_source_name=%7B%7Bsite_source_name%7D%7D,https://s3.amazonaws.com/YM_Ads/-1161806419989159877.png,https://www.facebook.com/9732471433497773,Other,Reels,Direct,Facebook,1760.08,264156,Image,https://s3.amazonaws.com/YM_Ads/-1161806419989159877.png,Image,Congrats mama! Get your FREE breast pump covered through your insurance.,success,skipped,media_DME_Provider/images/creative_148.jpg,,creative_52_text.txt,,"Objects:
   - A baby wrapped in a blanket.
   - A bed with white sheets.","People:
   - An adult holding a baby.","Text:
   - ""Aeroflow Breastpumps""
   - ""Congrats mama! Get your FREE breast pump covered through your insurance.""
   - ""Aeroflow Breastpumps""
   - ""Motherhood Through Insurance""
   - ""Qualify in three easy steps online""
   - ""Learn more""","Overall scene:
   The overall scene depicts a nurturing and intimate moment between an adult and a baby, likely on a bed in a home setting. The purpose is to convey the ease and comfort of obtaining necessary breastfeeding equipment through insurance.",Success,"Ad Category/Product Type:
   Breast pumps/Healthcare services related to motherhood and breastfeeding.","Primary Call-to-Action:
   Learn more","Value Proposition:
   Free breast pump covered through insurance","Target Audience:
   New mothers or expecting mothers who are looking for breastfeeding support products covered by their insurance.",focus,False,True,False,False,False,False,True,2,True,EMOTIONAL SUPPORT & WELLNESS; PRICE VS VALUE
"Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.",All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Facebook,533166595,586,375,Other,02/03/2024,29/06/2025,0,,,,,Other,Reels,Direct,Facebook,6321.31,915021,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,False,False,False,False,False,False,False,0,False,NONE
"Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.",All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Facebook,902246064,430,618,Image,13/05/2025,14/05/2025,0,Congrats mama! Get your FREE breast pump covered through your insurance.,https://aeroflowbreastpumps.com/qualify-through-insurance?utm_source=facebook&utm_medium=cpc&utm_campaign=8049_Facebook_Ads&UTM_campaign=%7B%7Bcampaign.name%7D%7D&UTM_adset_name=%7B%7Badset.name%7D%7D&UTM_ad_name=%7B%7Bad.name%7D%7D&UTM_ad_id=%7B%7Bad.id%7D%7D&UTM_adset_id=%7B%7Badset.id%7D%7D&UTM_campaign_id=%7B%7Bcampaign.id%7D%7D&UTM_placement=%7B%7Bplacement%7D%7D&UTM_site_source_name=%7B%7Bsite_source_name%7D%7D,https://s3.amazonaws.com/YM_Ads/-1161806419989159877.png,https://www.facebook.com/9732471433497773,Other,Feed,Direct,Facebook,11965.88,1795851,Image,https://s3.amazonaws.com/YM_Ads/-1161806419989159877.png,Image,Congrats mama! Get your FREE breast pump covered through your insurance.,success,skipped,media_DME_Provider/images/creative_150.jpg,,creative_52_text.txt,,"Objects:
   - A baby wrapped in a blanket.
   - A bed with white sheets.","People:
   - An adult holding a baby.","Text:
   - ""Aeroflow Breastpumps""
   - ""Congrats mama! Get your FREE breast pump covered through your insurance.""
   - ""Aeroflow Breastpumps""
   - ""Motherhood Through Insurance""
   - ""Qualify in three easy steps online""
   - ""Learn more""","Overall scene:
   The overall scene depicts a nurturing and intimate moment between an adult and a baby, likely on a bed in a home setting. The purpose is to convey the ease and comfort of obtaining necessary breastfeeding equipment through insurance.",Success,"Ad Category/Product Type:
   Breast pumps/Healthcare services related to motherhood and breastfeeding.","Primary Call-to-Action:
   Learn more","Value Proposition:
   Free breast pump covered through insurance","Target Audience:
   New mothers or expecting mothers who are looking for breastfeeding support products covered by their insurance.",focus,False,True,False,False,False,False,True,2,True,EMOTIONAL SUPPORT & WELLNESS; PRICE VS VALUE
"Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.",All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Facebook,533166595,586,375,Other,02/03/2024,29/06/2025,0,,,,,Other,Feed,Direct,Facebook,1820.73,243545,Not Available,,,,Not Available,Not Available,,,,,No media file specified,No media file specified,No media file specified,No media file specified,Skipped,,,,,other,False,False,False,False,False,False,False,0,False,NONE
"Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.","Aeroflow, Inc.",All Categories,Shopping,Family & Parenting Shopping,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Maternity & Nursing,Facebook,512367169,360,586,Text,26/01/2024,23/04/2024,0,"Get your insurance covered Breast Pump. Qualify online in 3 easy steps. Offering top marketing brands such as; Motif, Medela, Lansinoh, Spectra, Willow, Elvie & more",https://m.facebook.com/AeroflowBreastpumps?fref=nf&__tn__=%7E%7E-R,https://s3.amazonaws.com/YM_Ads/6824555425576167799.png,https://www.facebook.com/24433831616262880,Other,Feed,Direct,Facebook,115468.86,16129524,Image,https://s3.amazonaws.com/YM_Ads/6824555425576167799.png,Text,"Get your insurance covered Breast Pump. Qualify online in 3 easy steps. Offering top marketing brands such as; Motif, Medela, Lansinoh, Spectra, Willow, Elvie & more",success,skipped,media_DME_Provider/images/creative_152.jpg,,creative_53_text.txt,,"Objects:
The image shows two breast pumps, one of which is branded as ""Elvie.""","People:
None detected.","Text:
- Aeroflow Breastpumps (brand name)
- December 11, 2023 at 9:25 PM
- Get your insurance covered Breast Pump. Qualify online in 3 easy steps.
- Offering top marketing brands such as; Motif, Medela, Lansinoh, Spectra, Willow, Elvie & more
- MOTHERHOOD THROUGH INSURANCE
- MORE THAN JUST YOUR FREE BREAST PUMP
- Milk Storage | Lactation Services | Compression Garments | Resupply | Accessories
- Check Your [text cut off]
- AEROFLOWBREASTPUMPS.COM
- FREE Breast Pump Through Insurance!
- LEARN MORE","Overall scene:
The overall scene appears to be an advertisement for breast pumps covered by insurance. The setting is likely a digital ad aimed at mothers or expecting mothers.",Success,"Ad Category/Product Type:
Breast Pumps and related motherhood products/services.","Primary Call-to-Action:
Learn More","Value Proposition:
Free breast pump through insurance along with additional services like milk storage, lactation services, compression garments, resupply, and accessories.","Target Audience:
Mothers or expecting mothers who need breast pumps and related services covered by insurance.",focus,False,False,False,False,False,False,True,1,True,PRICE VS VALUE
